scenario,sample_index,tx_id,detected,verify_valid,mismatches,recover_used,challenge_success,replay_reason,final_status
attestation_invalid,44,failure-attestation_invalid-44,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,45,failure-attestation_invalid-45,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,46,failure-attestation_invalid-46,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,47,failure-attestation_invalid-47,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,48,failure-attestation_invalid-48,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,49,failure-attestation_invalid-49,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,50,failure-attestation_invalid-50,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,51,failure-attestation_invalid-51,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,52,failure-attestation_invalid-52,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,53,failure-attestation_invalid-53,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,54,failure-attestation_invalid-54,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,55,failure-attestation_invalid-55,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,56,failure-attestation_invalid-56,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,57,failure-attestation_invalid-57,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,58,failure-attestation_invalid-58,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,59,failure-attestation_invalid-59,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,60,failure-attestation_invalid-60,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,61,failure-attestation_invalid-61,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,62,failure-attestation_invalid-62,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,63,failure-attestation_invalid-63,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,64,failure-attestation_invalid-64,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,65,failure-attestation_invalid-65,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,66,failure-attestation_invalid-66,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,67,failure-attestation_invalid-67,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,68,failure-attestation_invalid-68,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,69,failure-attestation_invalid-69,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,70,failure-attestation_invalid-70,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,71,failure-attestation_invalid-71,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,72,failure-attestation_invalid-72,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,73,failure-attestation_invalid-73,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,74,failure-attestation_invalid-74,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,75,failure-attestation_invalid-75,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,76,failure-attestation_invalid-76,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,77,failure-attestation_invalid-77,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,78,failure-attestation_invalid-78,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,79,failure-attestation_invalid-79,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,80,failure-attestation_invalid-80,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,81,failure-attestation_invalid-81,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,82,failure-attestation_invalid-82,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,83,failure-attestation_invalid-83,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,84,failure-attestation_invalid-84,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,85,failure-attestation_invalid-85,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,86,failure-attestation_invalid-86,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,87,failure-attestation_invalid-87,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,88,failure-attestation_invalid-88,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,89,failure-attestation_invalid-89,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,90,failure-attestation_invalid-90,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,91,failure-attestation_invalid-91,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,92,failure-attestation_invalid-92,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,93,failure-attestation_invalid-93,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,94,failure-attestation_invalid-94,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,95,failure-attestation_invalid-95,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,96,failure-attestation_invalid-96,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,97,failure-attestation_invalid-97,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,98,failure-attestation_invalid-98,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,99,failure-attestation_invalid-99,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
attestation_invalid,100,failure-attestation_invalid-100,True,False,da_payload_hash_mismatch;attestation_invalid;proof_hash_mismatch,False,False,,PENDING
trace_length_mismatch,1,failure-trace_length_mismatch-1,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,2,failure-trace_length_mismatch-2,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,3,failure-trace_length_mismatch-3,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,4,failure-trace_length_mismatch-4,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,5,failure-trace_length_mismatch-5,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,6,failure-trace_length_mismatch-6,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,7,failure-trace_length_mismatch-7,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,8,failure-trace_length_mismatch-8,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,9,failure-trace_length_mismatch-9,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,10,failure-trace_length_mismatch-10,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,11,failure-trace_length_mismatch-11,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,12,failure-trace_length_mismatch-12,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,13,failure-trace_length_mismatch-13,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,14,failure-trace_length_mismatch-14,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,15,failure-trace_length_mismatch-15,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,16,failure-trace_length_mismatch-16,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,17,failure-trace_length_mismatch-17,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,18,failure-trace_length_mismatch-18,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,19,failure-trace_length_mismatch-19,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,20,failure-trace_length_mismatch-20,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,21,failure-trace_length_mismatch-21,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,22,failure-trace_length_mismatch-22,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,23,failure-trace_length_mismatch-23,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,24,failure-trace_length_mismatch-24,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,25,failure-trace_length_mismatch-25,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,26,failure-trace_length_mismatch-26,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,27,failure-trace_length_mismatch-27,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,28,failure-trace_length_mismatch-28,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,29,failure-trace_length_mismatch-29,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,30,failure-trace_length_mismatch-30,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,31,failure-trace_length_mismatch-31,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,32,failure-trace_length_mismatch-32,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,33,failure-trace_length_mismatch-33,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,34,failure-trace_length_mismatch-34,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,35,failure-trace_length_mismatch-35,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,36,failure-trace_length_mismatch-36,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,37,failure-trace_length_mismatch-37,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,38,failure-trace_length_mismatch-38,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,39,failure-trace_length_mismatch-39,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,40,failure-trace_length_mismatch-40,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,41,failure-trace_length_mismatch-41,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,42,failure-trace_length_mismatch-42,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,43,failure-trace_length_mismatch-43,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,44,failure-trace_length_mismatch-44,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,45,failure-trace_length_mismatch-45,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,46,failure-trace_length_mismatch-46,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,47,failure-trace_length_mismatch-47,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,48,failure-trace_length_mismatch-48,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,49,failure-trace_length_mismatch-49,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,50,failure-trace_length_mismatch-50,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,51,failure-trace_length_mismatch-51,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,52,failure-trace_length_mismatch-52,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,53,failure-trace_length_mismatch-53,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,54,failure-trace_length_mismatch-54,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,55,failure-trace_length_mismatch-55,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,56,failure-trace_length_mismatch-56,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,57,failure-trace_length_mismatch-57,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,58,failure-trace_length_mismatch-58,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,59,failure-trace_length_mismatch-59,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,60,failure-trace_length_mismatch-60,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,61,failure-trace_length_mismatch-61,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,62,failure-trace_length_mismatch-62,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,63,failure-trace_length_mismatch-63,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,64,failure-trace_length_mismatch-64,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,65,failure-trace_length_mismatch-65,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,66,failure-trace_length_mismatch-66,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,67,failure-trace_length_mismatch-67,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,68,failure-trace_length_mismatch-68,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,69,failure-trace_length_mismatch-69,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,70,failure-trace_length_mismatch-70,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,71,failure-trace_length_mismatch-71,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,72,failure-trace_length_mismatch-72,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,73,failure-trace_length_mismatch-73,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,74,failure-trace_length_mismatch-74,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,75,failure-trace_length_mismatch-75,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,76,failure-trace_length_mismatch-76,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,77,failure-trace_length_mismatch-77,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,78,failure-trace_length_mismatch-78,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,79,failure-trace_length_mismatch-79,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,80,failure-trace_length_mismatch-80,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,81,failure-trace_length_mismatch-81,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,82,failure-trace_length_mismatch-82,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,83,failure-trace_length_mismatch-83,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,84,failure-trace_length_mismatch-84,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,85,failure-trace_length_mismatch-85,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,86,failure-trace_length_mismatch-86,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,87,failure-trace_length_mismatch-87,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,88,failure-trace_length_mismatch-88,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,89,failure-trace_length_mismatch-89,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,90,failure-trace_length_mismatch-90,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,91,failure-trace_length_mismatch-91,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,92,failure-trace_length_mismatch-92,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,93,failure-trace_length_mismatch-93,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,94,failure-trace_length_mismatch-94,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,95,failure-trace_length_mismatch-95,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,96,failure-trace_length_mismatch-96,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,97,failure-trace_length_mismatch-97,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,98,failure-trace_length_mismatch-98,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,99,failure-trace_length_mismatch-99,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
trace_length_mismatch,100,failure-trace_length_mismatch-100,True,False,da_payload_hash_mismatch;da_proof_invalid;attestation_invalid;state_root_mismatch,False,True,trace_length_mismatch,SLASHED
challenge_timeout_no_recover,1,failure-challenge_timeout_no_recover-1,True,True,,False,False,challenge session timed out,PENDING
challenge_timeout_no_recover,2,failure-challenge_timeout_no_recover-2,True,True,,False,False,challenge session timed out,PENDING
challenge_timeout_no_recover,3,failure-challenge_timeout_no_recover-3,True,True,,False,False,challenge session timed out,PENDING
challenge_timeout_no_recover,4,failure-challenge_timeout_no_recover-4,True,True,,False,False,challenge session timed out,PENDING
challenge_timeout_no_recover,5,failure-challenge_timeout_no_recover-5,True,True,,False,False,challenge session timed out,PENDING
challenge_timeout_no_recover,6,failure-challenge_timeout_no_recover-6,True,True,,False,False,challenge session timed out,PENDING
challenge_timeout_no_recover,7,failure-challenge_timeout_no_recover-7,True,True,,False,False,challenge session timed out,PENDING
challenge_timeout_no_recover,8,failure-challenge_timeout_no_recover-8,True,True,,False,False,challenge session timed out,PENDING
challenge_timeout_no_recover,9,failure-challenge_timeout_no_recover-9,True,True,,False,False,challenge session timed out,PENDING
challenge_timeout_no_recover,10,failure-challenge_timeout_no_recover-10,True,True,,False,False,challenge session timed out,PENDING
challenge_timeout_no_recover,11,failure-challenge_timeout_no_recover-11,True,True,,False,False,challenge session timed out,PENDING
challenge_timeout_no_recover,12,failure-challenge_timeout_no_recover-12,True,True,,False,False,challenge session timed out,PENDING
challenge_timeout_no_recover,13,failure-challenge_timeout_no_recover-13,True,True,,False,False,challenge session timed out,PENDING
challenge_timeout_no_recover,14,failure-challenge_timeout_no_recover-14,True,True,,False,False,challenge session timed out,PENDING
challenge_timeout_no_recover,15,failure-challenge_timeout_no_recover-15,True,True,,False,False,challenge session timed out,PENDING
challenge_timeout_no_recover,16,failure-challenge_timeout_no_recover-16,True,True,,False,False,challenge session timed out,PENDING
challenge_timeout_no_recover,17,failure-challenge_timeout_no_recover-17,True,True,,False,False,challenge session timed out,PENDING
challenge_timeout_no_recover,18,failure-challenge_timeout_no_recover-18,True,True,,False,False,challenge session timed out,PENDING
