tx_id,trace_steps,challenge_timeout,max_bisection_rounds,sample_index,mutated_step,bisection_rounds,expected_log2_rounds,challenge_step_calls,timed_out_detected,recover_status,recover_count,target_step,replay_passed,challenge_success,final_status
challenge-t16-to2-r16-s51,16,2,16,51,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s52,16,2,16,52,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s53,16,2,16,53,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s54,16,2,16,54,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s55,16,2,16,55,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s56,16,2,16,56,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s57,16,2,16,57,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s58,16,2,16,58,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s59,16,2,16,59,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s60,16,2,16,60,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s61,16,2,16,61,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s62,16,2,16,62,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s63,16,2,16,63,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s64,16,2,16,64,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s65,16,2,16,65,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s66,16,2,16,66,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s67,16,2,16,67,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s68,16,2,16,68,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s69,16,2,16,69,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s70,16,2,16,70,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s71,16,2,16,71,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s72,16,2,16,72,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s73,16,2,16,73,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s74,16,2,16,74,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s75,16,2,16,75,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s76,16,2,16,76,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s77,16,2,16,77,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s78,16,2,16,78,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s79,16,2,16,79,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s80,16,2,16,80,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s81,16,2,16,81,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s82,16,2,16,82,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s83,16,2,16,83,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s84,16,2,16,84,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s85,16,2,16,85,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s86,16,2,16,86,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s87,16,2,16,87,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s88,16,2,16,88,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s89,16,2,16,89,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s90,16,2,16,90,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s91,16,2,16,91,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s92,16,2,16,92,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s93,16,2,16,93,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s94,16,2,16,94,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s95,16,2,16,95,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s96,16,2,16,96,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s97,16,2,16,97,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s98,16,2,16,98,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s99,16,2,16,99,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t16-to2-r16-s100,16,2,16,100,8,4,4,4,True,RECOVERED,1,8,False,True,SLASHED
challenge-t32-to2-r16-s1,32,2,16,1,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s2,32,2,16,2,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s3,32,2,16,3,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s4,32,2,16,4,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s5,32,2,16,5,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s6,32,2,16,6,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s7,32,2,16,7,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s8,32,2,16,8,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s9,32,2,16,9,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s10,32,2,16,10,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s11,32,2,16,11,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s12,32,2,16,12,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s13,32,2,16,13,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s14,32,2,16,14,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s15,32,2,16,15,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s16,32,2,16,16,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s17,32,2,16,17,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s18,32,2,16,18,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s19,32,2,16,19,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s20,32,2,16,20,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s21,32,2,16,21,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s22,32,2,16,22,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s23,32,2,16,23,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s24,32,2,16,24,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s25,32,2,16,25,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s26,32,2,16,26,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s27,32,2,16,27,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s28,32,2,16,28,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s29,32,2,16,29,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s30,32,2,16,30,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s31,32,2,16,31,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s32,32,2,16,32,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s33,32,2,16,33,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s34,32,2,16,34,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s35,32,2,16,35,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s36,32,2,16,36,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s37,32,2,16,37,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s38,32,2,16,38,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s39,32,2,16,39,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s40,32,2,16,40,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s41,32,2,16,41,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s42,32,2,16,42,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s43,32,2,16,43,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s44,32,2,16,44,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s45,32,2,16,45,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s46,32,2,16,46,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s47,32,2,16,47,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s48,32,2,16,48,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s49,32,2,16,49,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s50,32,2,16,50,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s51,32,2,16,51,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s52,32,2,16,52,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s53,32,2,16,53,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s54,32,2,16,54,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s55,32,2,16,55,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s56,32,2,16,56,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s57,32,2,16,57,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s58,32,2,16,58,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s59,32,2,16,59,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s60,32,2,16,60,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s61,32,2,16,61,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s62,32,2,16,62,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s63,32,2,16,63,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s64,32,2,16,64,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s65,32,2,16,65,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s66,32,2,16,66,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s67,32,2,16,67,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s68,32,2,16,68,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s69,32,2,16,69,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s70,32,2,16,70,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s71,32,2,16,71,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s72,32,2,16,72,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s73,32,2,16,73,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s74,32,2,16,74,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s75,32,2,16,75,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s76,32,2,16,76,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s77,32,2,16,77,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s78,32,2,16,78,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s79,32,2,16,79,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s80,32,2,16,80,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s81,32,2,16,81,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s82,32,2,16,82,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s83,32,2,16,83,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s84,32,2,16,84,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s85,32,2,16,85,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s86,32,2,16,86,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s87,32,2,16,87,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s88,32,2,16,88,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s89,32,2,16,89,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s90,32,2,16,90,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s91,32,2,16,91,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s92,32,2,16,92,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s93,32,2,16,93,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s94,32,2,16,94,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s95,32,2,16,95,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s96,32,2,16,96,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s97,32,2,16,97,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s98,32,2,16,98,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s99,32,2,16,99,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t32-to2-r16-s100,32,2,16,100,16,5,5,5,True,RECOVERED,1,16,False,True,SLASHED
challenge-t64-to2-r16-s1,64,2,16,1,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s2,64,2,16,2,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s3,64,2,16,3,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s4,64,2,16,4,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s5,64,2,16,5,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s6,64,2,16,6,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s7,64,2,16,7,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s8,64,2,16,8,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s9,64,2,16,9,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s10,64,2,16,10,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s11,64,2,16,11,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s12,64,2,16,12,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s13,64,2,16,13,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s14,64,2,16,14,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s15,64,2,16,15,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s16,64,2,16,16,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s17,64,2,16,17,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s18,64,2,16,18,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s19,64,2,16,19,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s20,64,2,16,20,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s21,64,2,16,21,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s22,64,2,16,22,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s23,64,2,16,23,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s24,64,2,16,24,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s25,64,2,16,25,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s26,64,2,16,26,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s27,64,2,16,27,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s28,64,2,16,28,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s29,64,2,16,29,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s30,64,2,16,30,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s31,64,2,16,31,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s32,64,2,16,32,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s33,64,2,16,33,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s34,64,2,16,34,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s35,64,2,16,35,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s36,64,2,16,36,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s37,64,2,16,37,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s38,64,2,16,38,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s39,64,2,16,39,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s40,64,2,16,40,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s41,64,2,16,41,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s42,64,2,16,42,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s43,64,2,16,43,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s44,64,2,16,44,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s45,64,2,16,45,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s46,64,2,16,46,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s47,64,2,16,47,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s48,64,2,16,48,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s49,64,2,16,49,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s50,64,2,16,50,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s51,64,2,16,51,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s52,64,2,16,52,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s53,64,2,16,53,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s54,64,2,16,54,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s55,64,2,16,55,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s56,64,2,16,56,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s57,64,2,16,57,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s58,64,2,16,58,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s59,64,2,16,59,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s60,64,2,16,60,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s61,64,2,16,61,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s62,64,2,16,62,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s63,64,2,16,63,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s64,64,2,16,64,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s65,64,2,16,65,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s66,64,2,16,66,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s67,64,2,16,67,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s68,64,2,16,68,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s69,64,2,16,69,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s70,64,2,16,70,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s71,64,2,16,71,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s72,64,2,16,72,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s73,64,2,16,73,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s74,64,2,16,74,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s75,64,2,16,75,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s76,64,2,16,76,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s77,64,2,16,77,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s78,64,2,16,78,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s79,64,2,16,79,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s80,64,2,16,80,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s81,64,2,16,81,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s82,64,2,16,82,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s83,64,2,16,83,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s84,64,2,16,84,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s85,64,2,16,85,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s86,64,2,16,86,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s87,64,2,16,87,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s88,64,2,16,88,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s89,64,2,16,89,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s90,64,2,16,90,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s91,64,2,16,91,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s92,64,2,16,92,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s93,64,2,16,93,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s94,64,2,16,94,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s95,64,2,16,95,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s96,64,2,16,96,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s97,64,2,16,97,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s98,64,2,16,98,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s99,64,2,16,99,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t64-to2-r16-s100,64,2,16,100,32,6,6,6,True,RECOVERED,1,32,False,True,SLASHED
challenge-t128-to2-r16-s1,128,2,16,1,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
challenge-t128-to2-r16-s2,128,2,16,2,64,7,7,7,True,RECOVERED,1,64,False,True,SLASHED
